,Title,Hymn
451,"<title>BABA, je nya odun yi - Yoruba Baptist Hymns</title>","<p>1. BABA, je nya odun yi<br/>
Si mimo fun O,<br/>
N’ipokipo ti o wu<br/>
Ti O fe ki nwa:<br/>
Bi ‘banuje on ‘rora<br/>
Nko gbodo komnu;<br/>
Eyi sa l’ adura mi.<br/>
“Ogo f’ oko Re.”</p> <p>2. Om’ owo ha le pase<br/>
‘Biti on y’o gbe?<br/>
Baba ‘fe ha le du ni<br/>
L’ ebun rere bi?<br/>
‘Jojumo n’ Iwo nfun wa<br/>
Ju bi o ti to,<br/>
O ko du wa l’ ohun kan<br/>
T’ y’ o yin O logo.</p> <p>3. Ninu anu, b’ Iwo ba<br/>
Fun mi li ayo,<br/>
B’ Alafia on ‘rora<br/>
Ba m’ oju mi dan;<br/>
Gba okan mi ba nkorin<br/>
Je k’ o ma yin O,<br/>
Ohun t’ ola ba mu wa<br/>
“Ogo f’ oko Re.”</p> <p>4. B’ O mu ‘ponju wa ba mi,<br/>
T’ na mi sokun,<br/>
T’ ere mi di adanu,<br/>
Ti ile mi kan;<br/>
Je ki nranti bi Jesu<br/>
Ti d’ Eni ogo,<br/>
T’ O ngbadura n’nu ponju,<br/>
“Ogo f’ oko Re.”</p> "
452,<title>KABO ojo 'simi - Yoruba Baptist Hymns</title>,"<p>1. KABO ojo ‘simi<br/>
T’ o r’ ajinde Jesu;<br/>
Ma bowa s’ okan ti nsoji,<br/>
At’ oju ti nyo yi!</p> <p>2. Oba pa sunmo wa,<br/>
Lati bo enia re;<br/>
Nihin l’ a le joko, k’ a ri,<br/>
K’ a fe, k ‘ a yin, k’ a sin.</p> <p>3. Ojo kan nibiti<br/>
‘Wo, Oluwa mi ngbe,<br/>
O san j’ egbarun ojo lo<br/>
T’ a nje faji ese.</p> <p>4. Okan mi fe f’ ayo<br/>
Duro n’ ipo bayi;<br/>
Ko si joko lati korin,<br/>
Tit’ aiye ailopin.</p> "
453,<title>ODUN miran ti koja - Yoruba Baptist Hymns</title>,"<p>1. ODUN miran ti koja,<br/>
Wawa l’ akoko na lo,<br/>
Ninu eyit’ a wa yi,<br/>
Yio se arimo opo;<br/>
Anu l’ O fid a wa si,<br/>
A ha lo anu na bi?<br/>
K’ a bi ‘ra wa b’ a se tan,<br/>
B’ a o pew a l’ odun yi?</p> <p>2. Aiye bi ibi’ija,<br/>
Egbegberun l’ o nsubu,<br/>
Ofa iku t’ o s info,<br/>
A le ran s’ emi b’ iwo;<br/>
Nigb’ a nwasu, t’ a si ngbo,<br/>
Oluwa je k’ a saro<br/>
P’ aiyeraiye sunmole,<br/>
A nduro l’ eti bebe.</p> <p>3. B’ a gba wa lowo ese<br/>
Nipa ore-ofe Re,<br/>
Nje “ma bo” n’ ipe y’o je,<br/>
K’ a le lo, k’ a r’ oju Re:<br/>
F’ enia Re l’ aiye yi<br/>
K’ anu wa l’ odun titun;<br/>
Odun t’ o l’ ayo ju ‘yi,<br/>
L’ eyi t’ o mu won de ‘le.</p> "
454,"<title>JI, enyin mimo ji - Yoruba Baptist Hymns</title>","<p>1. JI, enyin mimo ji,<br/>
E k’ ojo owo yi,<br/>
E fi orin iyin<br/>
At’ ayo juba Re;<br/>
Wa bukun ojo t’ a bukun<br/>
Eya isimi ti orun.</p> <p>2. Ni oro rere yi<br/>
L’ Oluwa ji dide,<br/>
O fo ‘lekun iku,<br/>
O segun ota wa;<br/>
O si ngb’ ejo war o loke,<br/>
O nkore eso ife Re.</p> <p>3. Kabiyesi, Oba!<br/>
Hosanna ndun loke;<br/>
Aiye l’ ohun ‘rele<br/>
Si ngba iyin Re ko;<br/>
Yiye l’ Od-agutan t’ a pa,<br/>
Lati wa, lat6i joba lai.</p> "
455,<title>ALAKOSO ti orun - Yoruba Baptist Hymns</title>,"<p>1. ALAKOSO ti orun,<br/>
Alanu at’ Ologbon;<br/>
Igba mi mbe l’ owo Re,<br/>
Opin gbogbo l’ ase Re.</p> <p>2. Ase Re l’ o da aiye<br/>
Ati ibi mi pelu,<br/>
Obi, ile, on igba<br/>
Nipa Re ni gbogbo won.</p> <p>3. Igb’ aisan on ilera,<br/>
Igba ise on oro,<br/>
Igba danwo, ibinu,<br/>
Igba ‘segun, iranwo.</p> <p>4. Igba iridi Esu,<br/>
Igba ‘to fe Jesu wo,<br/>
Nwon o wa, nwon o si lo,<br/>
B’ Ore wa orun ti ife.</p> <p>5. Iwo Olore-ofe,<br/>
‘Wo ni mo f’ emi Re,<br/>
Emi jewo ife Re,<br/>
Emi teriba fun O.</p> "
456,<title>OJO mefa t' ise koja - Yoruba Baptist Hymns</title>,"<p>1. OJO mefa t’ ise koja,<br/>
Okan t’ isimi si bere;<br/>
Pada okan mi wa ‘simi,<br/>
Yo s’ ojo t’ Oluwa busi.</p> <p>2. Ki ero at’ ope wan de<br/>
Bi ebo turari s’orun<br/>
K’ o le fa inu didun wa<br/>
Ti kik’ awon t’ o ni l’ o mo.</p> <p>3. Idake roro kun okan,<br/>
Eleri isimi ti mbo,<br/>
T’ oku fun ‘jo enia Re,<br/>
Opin lala at’ irora.</p> <p>4. A f’ ayo wo ‘se Re, Oba;<br/>
Oniruru, ogbo, otun;<br/>
A yin O fun anu t’ o lo,<br/>
A si nreti eyi ti mbo.</p> <p>5. F’ oni se ‘sin mimo jale.<br/>
Si se pelu inu didun,<br/>
Ojo ‘simi ‘ba ti dun to,<br/>
Niret’ eyi ti ko l’ opin.</p> "
457,<title>OLUWA alafia wa - Yoruba Baptist Hymns</title>,"<p>1. OLUWA alafia wa<br/>
L’ O pase t’ odun yipo;<br/>
Awa omo Re wa dupe<br/>
F’ odun titun t’ a bere.<br/>
Yin Oluwa!<br/>
Oba nla t’ O da wa si.</p> <p>2. A dupe fun ipamo wa<br/>
Ni odun ti o koja;<br/>
A mbebe iranlowo Re<br/>
Fun gbogbo wa l’ odun yi.<br/>
Je k’ Ijo wa<br/>
Ma dagba ninu Kristi.</p> <p>3. K’ agba k’ o mura lati sin<br/>
L’ okan kan ni odun yi;<br/>
K’ awon omode k’ o mura<br/>
Lati s’ aferi Jesu.<br/>
K’ alafia<br/>
K’ o se ade odun yi.</p> <p>4. K’ Emi Mimo lat’ oke wa<br/>
Ba le wa ni odun yi,<br/>
Ki Alufa at’ Oluko,<br/>
Pelu gbogbo Ijo wa<br/>
Mura giri<br/>
Lati josin f’ Oluwa.</p> "
458,<title>GBAT' okan are fe 'simi - Yoruba Baptist Hymns</title>,"<p>1. GBAT’ okan are fe ‘simi,<br/>
T’ o nwa Olorun re,<br/>
B’ o ti dun to lati r’ ale<br/>
T’ o pin ose lala.</p> <p>2. Adun lati r’ oye ‘mole<br/>
T’ o la si oju wa,<br/>
Nigba oro isokanji<br/>
Tan imole titun.</p> <p>3. ugbon wakati re nsare;<br/>
Ki o to de opin,<br/>
Emi Mimo masai fun mi<br/>
N’ isimi l’ okan mi.</p> "
459,<title>OLORUN t' odun tr' o koja - Yoruba Baptist Hymns</title>,"<p>1. OLORUN t’ odun tr’ o koja,<br/>
Iret’ eyi ti mbo;<br/>
Ib’ isadi wa ni iji,<br/>
At’ ile wa lailai.</p> <p>2. Labe ojiji ite Re<br/>
L’ awon enia Re ngbe!<br/>
Tito l’ apa Re nikanso,<br/>
Abo wa si daju.</p> <p>3. K’ awon oke k’ o to duro,<br/>
Tabi k’ a to d’ aiye,<br/>
Lailai Iwo ni Olorun,<br/>
Bakanna, l’ ailopin!</p> <p>4. Olorun t’ odun t’ o t’ o koja,<br/>
Iret’ eyi ti mbo,<br/>
Ma s’ abo wa ‘gba ‘yonu de,<br/>
At’ ile wa lailai.</p> "
460,"<title>MO j' alejo nihin, 'nu ile ajeji - Yoruba Baptist Hymns</title>","<p>1. MO j’ alejo nihin, ‘nu ile ajeji,<br/>
Ile mi jin rere, l’or’ ebute wura;<br/>
Lati je iranse n’koja okun l’ohun,<br/>
Mo nsise nihin f’ oba mi</p> <p>Refrain</p> <p>Eyi ni ‘se ti mo wa je,<br/>
‘Se t’ awon angel’ nko l’orun:<br/>
E b’Olorun laja l’Oluwa Oba wi,<br/>
E ba Olorun nyin laja.</p> <p>2. Eyi l’ase Oba, k’eniyan n’bi gbogbo<br/>
Ronupiwada kuro ninu ‘dekun ese,<br/>
Awon t’o ba gboran yio j’oba pelu Re.<br/>
Eyi ni ‘se mi f’ Oba mi</p> <p>Refrain</p> <p>Eyi ni ‘se ti mo wa je,<br/>
‘Se t’ awon angel’ nko l’orun:<br/>
E b’Olorun laja l’Oluwa Oba wi,<br/>
E ba Olorun nyin laja.</p> <p>3. Ile mi dara ju petele Saron lo,<br/>
Nibiti ‘ye ainpekun at’ ayo wa;<br/>
Ki nso fun araiye, bi nwon se lee gbe’be:<br/>
Eyi n’ise mi f’ Oba mi.</p> <p>Refrain</p> <p>Eyi ni ‘se ti mo wa je,<br/>
‘Se t’ awon angel’ nko l’orun:<br/>
E b’Olorun laja l’Oluwa Oba wi,<br/>
E ba Olorun nyin laja.</p> "
461,<title>B' ORUN l' aiduro ti rin - Yoruba Baptist Hymns</title>,"<p>1. B’ ORUN l’ aiduro ti rin,<br/>
La odun ti o lo ja<br/>
Be l’ opo ti d’ opin won<br/>
A ki o si ri won mo.</p> <p>2. A so won l’ ojo laiali,<br/>
Tiwon pari li aiye;<br/>
Awa duro die na,<br/>
Y’ o ti pe to a ko mo.</p> <p>3. Gb’ ope f’ anu t’ o koja<br/>
Tun dari ese ji wa;<br/>
Ko wa b’ a ti wa k’ a ma<br/>
Se ‘ranti aiye ti mbo.</p> <p>4. Bukun f’ewe at’ agba,<br/>
F’ ife Oluwa kun wa;<br/>
‘Gba ojo aiye wa pin<br/>
K’ a gbe odo Re l’ oke.</p> "
462,"<title>JESU, nib' eni Re pade - Yoruba Baptist Hymns</title>","<p>1. JESU, nib’ eni Re pade,<br/>
Nibe nwon r’ ite anu Re;<br/>
Nibe nwon wa O, nwon ri O,<br/>
Ibikibi n’ ile owo.</p> <p>2. Ko s’ ogiri t’ o se O mo,<br/>
O ngbe inu onirele;<br/>
Nwon mu O wa ‘gba nwon mbowa,<br/>
‘Gba nwon nre ‘le, nwon mu O lo.</p> <p>3. Olusagutan eni Re,<br/>
So anu Re ‘gbani d’otun,<br/>
So adun oruko nla Re,<br/>
Fun okan ti nwa oju Re.</p> <p>4. K’ ar’ ipa adura nihin,<br/>
Ti y’o fun igbagbo l’okun,<br/>
Ti y’o gbe ife wa s’oke,<br/>
Ti y’o f’orun siwaju wa.</p> <p>5. Oluwa, ‘Wo mbe nitosi,<br/>
N’ Apa Re, d’ Eti Re sile;<br/>
Si orun, sokale Kankan,<br/>
Se gbogbo okan in Tire.</p> "
463,<title>OLUWA at' 'igbala wa - Yoruba Baptist Hymns</title>,"<p>1. OLUWA at’ ‘igbala wa,<br/>
L’ o ko wa jo l’ ale oni,<br/>
Je ka gbe Ebeneser ro;<br/>
Odun t’ a ti la koja yi,<br/>
Ni on f’ore Re de l’ade<br/>
Otun l’ anu Re l’ owuro<br/>
Nje ki ope wa ma po si,<br/>
L’ osan, l’ale, nigbagbogbo.</p> <p>2. Jesu t’ o joko lor’ ite,<br/>
L’ a fi halleluya wa fun;<br/>
Nitori Re nikansoso<br/>
L’ a da wa si lati Korin;<br/>
Ran wa lowo lati kanu,<br/>
Ese odun t’o ti koja<br/>
Fun ni k’ a loeyi ti nbo,<br/>
S’iyin Re ju odun t’ o lo.</p> "
464,"<title>OLUWA, a wa 'do, Re, - Yoruba Baptist Hymns</title>","<p>1. OLUWA, a wa ‘do, Re,<br/>
L’ese Re l’ a kunle si;<br/>
A! ma kegan ebe wa,<br/>
A o wa O lasan bi?</p> <p>2. L’ ona ti O yan fun wa,<br/>
L’ a nwa O lowolowo;<br/>
Oluwa, a ki y’o lo,<br/>
Tit’ Iwo y’o bukun wa.</p> <p>3. Ranse lat’ oro Re wa,<br/>
Ti o fi ayo fun wa;<br/>
Je ki Emi Re k’ o fun<br/>
Okan wa ni igbala.</p> <p>4. Je k’ a wa k’ a si ri O<br/>
Ni Olorun Olore;<br/>
W’ alaisan, da ‘gbekun si<br/>
Ki gbogbo way o si O.</p> "
465,<title>NI akoko ipinya - Yoruba Baptist Hymns</title>,"<p>1. NI akoko ipinya,<br/>
Jeki a fi ara wa,<br/>
S’ abe oju at’ okan,<br/>
Ore korikosun wa.</p> <p>2. Jesu gbo adura wa,<br/>
‘Wo ti nso agutan<br/>
K’ anu at’ itoju Re,<br/>
Pa gbogbo okan wa mo.</p> <p>3. K’ a l’ agbara n’ ipa Re,<br/>
F’ adun s’ irora gbogbo,<br/>
K’ o si da emi wa si,<br/>
Titi ao fi tun pade.</p> "
466,<title>KO mi Oluwa bi a ti - Yoruba Baptist Hymns</title>,"<p>1. KO mi Oluwa bi a ti<br/>
Je gbohungbo oro Re;<br/>
B’ O ti wa mi je k’ emi wa,<br/>
Awon omo Re t’ o ti nu.</p> <p>2. To mi Oluwa kin le to<br/>
Awon t’ o sako si ona;<br/>
Bo mi Oluwa ki nle fi<br/>
Manna Re b’ awon t’ ebi npa.</p> <p>3. Fun mi l’ agbara: fie se<br/>
Mi mule lori apata;<br/>
Ki nle na owo igbala<br/>
S’ awon t’ o nri sinu ese.</p> <p>4. Ko mi Oluwa kin le fi<br/>
Eko rere Re k’ elomi;<br/>
K’ oro mi le f’ iye Re fo<br/>
De ikoko gbogbo okan.</p> <p>5. F’ isimi didun Re fun mi,<br/>
Ki nle mo b’o ti ye lati<br/>
Fi pelepele s’ oro Re<br/>
Fun awon ti are ti mu.<br/>
Jesu, fie kun Re kun mi,<br/>
Fi kun mi li opolopo,<br/>
Ki ero ati oro mi,<br/>
Kun fun ife at’ iyin Re.</p> <p>7. Lo mi, Oluwa, an’ emi,<br/>
Bi O ti fe nigbakugba;<br/>
Titi em’ o fi r’ oju Re,<br/>
Pelu ayo ninu ogo.</p> "
467,<title>AO ha pade l' eti odo - Yoruba Baptist Hymns</title>,"<p>1. AO ha pade l’ eti odo,<br/>
T’ ese angeli ti te,<br/>
‘T o mo gara bi kristali,<br/>
Leba ite Olorun?<br/>
Ao ha pade l’ eti odo,<br/>
Odo didan, odo didan na,<br/>
Pel’ awon mimo leb’ odo,<br/>
T’ o nsan leba ite na?</p> <p>2. L’ eti bebe odo na yi,<br/>
Pel’ Olus’-agutan wa,<br/>
A o ma rin, a o sin,<br/>
B’ a ti ntele ‘pase Re.</p> <p>3. K’ a to de odo didan na,<br/>
A o s’ eru wa kale;<br/>
Jesu yio gba eru ese<br/>
Awon ti yio de l’ ade.</p> <p>4. Nje leba odo tutu na,<br/>
Ao r’ oju Olugbala;<br/>
Emi wa ki o pinya mo,<br/>
Yio korin ogo Re.</p> "
468,<title>OLUWA t' o mo julo - Yoruba Baptist Hymns</title>,"<p>1. OLUWA t’ o mo julo,<br/>
K’ a wole l’ oruko Re;<br/>
Ife Re ki ye titi,<br/>
Kab’yesi Oba rere.</p> <p>2. B’ a ti je alaiye to,<br/>
Sibe O ngbo orin wa,<br/>
Iyin t’ o ye l’ ao fun O,<br/>
Gba ‘ba nkorin n’ite Re.</p> <p>3. Niwon b’ a ti wa l’ aiye,<br/>
To ese wa s’ ona Re,<br/>
Titi ao fi ba O gbe,<br/>
Ti ao si fi r’ ogo Re.</p> <p>4. ‘Gbana pelu harpu wa,<br/>
Ao m’ orin didun soji,<br/>
Ao si gbe ohun wa ga<br/>
Ninu orin iyin Re.</p> "
469,"<title>K' OLORUN so o, k' a tun pade - Yoruba Baptist Hymns</title>","<p>1. K’ OLORUN so o, k’ a tun pade<br/>
Ki imoran Re gbe o ro,<br/>
K’ O ka o mo agutan Re,<br/>
K’ Olorun so o, k’ a tun pade!</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a pade!… k’ a pade!<br/>
K’ a pade l’ ese Jesu!<br/>
K’ a pade!…. k’ a pade!<br/>
K’ Olorun so o, k’ a tun pade!</p> <p>2. K’ Olorun so o, k’ a tun pade!<br/>
K’ O f’ iye Re dabobo o,<br/>
K’ O ma pese fun aini re,<br/>
K’ Olorun so o, k’ a tun pade!</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a pade!… k’ a pade!<br/>
K’ a pade l’ ese Jesu!<br/>
K’ a pade!…. k’ a pade!<br/>
K’ Olorun so o, k’ a tun pade!</p> <p>3. K’ Olorun so o, k’ a tun pade!<br/>
Nigbat’ ewu ba yi o ka,<br/>
K’ owo ife Re gba o mu,<br/>
K’ Olorun so o, k’ a tun pade!</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a pade!… k’ a pade!<br/>
K’ a pade l’ ese Jesu!<br/>
K’ a pade!…. k’ a pade!<br/>
K’ Olorun so o, k’ a tun pade!</p> <p>4. K’ Olorun so o, k’ a tun pade!<br/>
K’ O f’ ife Re rado bo o,<br/>
K’ O pa oro iku fun o,<br/>
K’ Olorun so o, k’ a tun pade!</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a pade!… k’ a pade!<br/>
K’ a pade l’ ese Jesu!<br/>
K’ a pade!…. k’ a pade!<br/>
K’ Olorun so o, k’ a tun pade!</p> "
470,<title>WA rohin Re yika - Yoruba Baptist Hymns</title>,"<p>1. WA rohin Re yika<br/>
K’o si korin ogo;<br/>
Alagbara ni Oluwa<br/>
Oba gbogbo aiye.</p> <p>2. Wa, wole n’ ite Re,<br/>
Wa teriba fun U;<br/>
Ise owo Re l’ awa se<br/>
Oro Re l’ o da wa.</p> <p>3. Loni gbo ohun Re,<br/>
Mase fa ‘binu Re,<br/>
Wa, bi awon ayanfe,<br/>
Jewo Olorun re.</p> "
471,<title>NIHIN l' awa nje 'rora - Yoruba Baptist Hymns</title>,"<p>1. NIHIN l’ awa nje ‘rora,<br/>
Nihin ni a ma pinya,<br/>
L’ orun ko si ‘pinya,<br/>
A! bi yio ti dun to!<br/>
Dun to, dun to, dun to!<br/>
A! bi yio ti dun to!<br/>
Gbat’ a ki yio pinya mo.</p> <p>2. Awon t’ o feran Jesu,<br/>
Nwon o lo s’ oke orun,<br/>
Lo b’ awon t’ o ti lo.</p> <p>3. Omode yio wa nibe,<br/>
T’ o wa Olorun l’ aiye,<br/>
Ni gbogbo ‘le eko.</p> <p>4. Oluko, baba, iya,<br/>
Nwon o pade nibe na,<br/>
Nwon ki yio pinya mo.</p> <p>5. Bi a to ti yo po to!<br/>
Gbat’ a ba r’ Olugbala,<br/>
Li ori ite Re!</p> <p>6. Nibe l’ ao korin ayo,<br/>
Titi aiye ailopin,<br/>
L’ a o ma yin Jesu.</p> "
472,<title>BABA wa ti o mbe l' orun - Yoruba Baptist Hymns</title>,"<p>1. BABA wa ti o mbe l’ orun,<br/>
Owo l’ oruko Re,<br/>
‘Joba Re de, ife Re ni<br/>
K’ a se bi ti orun.</p> <p>2. Fun wa l’ onje ojo loni,<br/>
Dari ese wa ji,<br/>
Gege bi a ti ndariji<br/>
Awon ti o se wa.</p> <p>3. Ma sin wa sinu idanwo,<br/>
Yo wa ninu ewu,<br/>
Nitori ‘joba ni Tire,<br/>
At’ ogo titi lai.</p> "
473,<title>K' ORE-ofe Krist' Oluwa - Yoruba Baptist Hymns</title>,"<p>1. K’ ORE-ofe Krist’ Oluwa,<br/>
Ife Baba ailopin,<br/>
Oju rere Emi Mimo<br/>
K’ o t’ oke ba lori wa.</p> <p>2. Bayi l’ a le wa ni ‘repo<br/>
Ninu wa at’ Oluwa;<br/>
T’ a si le ni ‘dapo didun,<br/>
Ayo t’ aiye ko le ni.</p> "
474,<title>ENYIN iran Adam - Yoruba Baptist Hymns</title>,"<p>1. ENYIN iran Adam,<br/>
Da ohun orin po,<br/>
Mo t’ orun at’ aiye,<br/>
Lati yin Eleda;<br/>
Enyin ogun angel’ didan<br/>
E le ‘rin n’ile imole.</p> <p>2. Iwo orun didan,<br/>
At’ osupa oru,<br/>
E pelu irawo,<br/>
Ran ‘yin Olorun nyin;<br/>
F’ ipa Re han, enyin ojo<br/>
Ati sanma ti ngba l’ oke.</p> <p>3. Aiye ti ndan loke,<br/>
Nwon duro n’ ipo won,<br/>
Awon t’ o si nsi ‘po,<br/>
Nipa ase Re ni;<br/>
Oro Re l’o pen won jade<br/>
Lati yin Oluwa l’ ogo.</p> <p>4. K’ oril’-ede beru<br/>
Oba t’ o je loke,<br/>
O pea won Tire<br/>
Lati to ‘fe Re wo;<br/>
Nibit’ ile at’ oke nyin,<br/>
Awon Tire y’o ma gbe ga.</p> "
475,<title>OLORUN l' odo eniti - Yoruba Baptist Hymns</title>,"<p>1. OLORUN l’ odo eniti<br/>
‘Toju ife ti nwa,<br/>
Iforiti gbagbo ‘reti,<br/>
Ro ‘jo won lat’ oke.</p> <p>2. Pin won fun olukuluku,<br/>
Bi won ti saini si<br/>
K’ ero wa b’ ebo turari<br/>
Le goke s’ odo re.</p> <p>3. Je ki ojo na yara de<br/>
T’ iku ki yio si mo,<br/>
T’ ijoba re yio kun aiye<br/>
Pelu alafia.</p> <p>4. Olorun l’ ojo ikehin<br/>
Gb’ ohun gbogbo pari,<br/>
Mu wa d’ orun ijoba Re<br/>
Paradise Orun.</p> "
476,"<title>DIDE, yin Oluwa - Yoruba Baptist Hymns</title>","<p>1. DIDE, yin Oluwa,<br/>
Enyin, ayanfe Re;<br/>
E f’ okan ati ohun yin,<br/>
N’ iduro, yin l’ ogo.</p> <p>2. O rekoja iyin,<br/>
O ga fun ibukun,<br/>
Tani le sai fi eru yin?<br/>
Sai gb’ oruko Re ga?</p> <p>3. A ba le ri ina<br/>
Lat’ ori pepe Re,<br/>
K’ o kan ete at’ okan wa<br/>
Fun ironu t’ orun.</p> <p>4. Olorun n’ipa wa<br/>
Igbala Re ti wa,<br/>
E je k’ a kede ife t’o<br/>
Ra wa nipa Jesu.</p> <p>5. Dide, yin Oluwa,<br/>
Wole n’ iwaju Re,<br/>
Yin oruko Re t’o l’ ogo,<br/>
Titi aiyeraiye.</p> "
477,<title>JESU awa nwo O fun - Yoruba Baptist Hymns</title>,"<p>1. JESU awa nwo O fun<br/>
‘Wosan alailera yi<br/>
‘Wo lo ti se anu nla,<br/>
F’ abiirun let’ adagun.</p> <p>2. Ko s’ onisegun bi Re;<br/>
Ti w’ ara at’ okan san,<br/>
‘Wo lo ji omobirin<br/>
Jairu dide nin’ oku.</p> <p>3. Lasaru ti s’ aisan ri,<br/>
O ku, a sin I n’boji,<br/>
Sugbon ‘wo ‘nisegun nla,<br/>
J’oku ‘jo kerin dide.</p> <p>4. Jesu jo dari jin wa,<br/>
Ba wa wo alaisan yi,<br/>
K’ o le dide f’ ogo Re,<br/>
Ki a le f’ ope fun O.</p> <p>5. Wo ko w’ aisan kan ti ri,<br/>
Ninu igbe aiye Re,<br/>
O ti wi nin’ anu Re,<br/>
Pe ‘leri re ko ni ye.</p> "
478,<title>GBOGBO eda labe orun - Yoruba Baptist Hymns</title>,"<p>1. GBOGBO eda labe orun.<br/>
E fi iyin fun Eleda wa:<br/>
Ki gbogbo orile-ede<br/>
Ko Olugbala wa l’ orin.</p> <p>2. Titi l’ anu Re, Oluwa.<br/>
Oto Re si duro lailai<br/>
Iyin Re y’o tan kakiri.<br/>
D’ igba t’ orun ki y’o wo mo.</p> "
479,<title>JESU ' wo Onisegun nla - Yoruba Baptist Hymns</title>,"<p>1. JESU ‘ wo Onisegun nla,<br/>
T’ olokunrun nf’ ailera mo,<br/>
Nigba aisan at’ irora,<br/>
O se dida ara fun won.</p> <p>2. Afoju, aro, alaisan,<br/>
Nwon ko sai ri ‘toju re gba,<br/>
Torina a wa sodo Re,<br/>
A ntoro anu Re nikan.</p> <p>3. Irora ti ‘wo la koja,<br/>
Jesu ‘Wo le se ‘wosan re,<br/>
Awon t’o w’ onisegun nla,<br/>
Jo masai se iwosan won.</p> <p>4. Oluwa je ki irora,<br/>
M’ alaisan tubo sunmo O,<br/>
Ki owo egba Re kokan,<br/>
Fa asako sunm’ odo Re.</p> <p>5. Se ‘wosan okan to gbogbe,<br/>
Si gba okan ese wa la,<br/>
F’opo ilera Re fun wa,<br/>
Ka le ma yin O titilai.</p> "
480,<title>GBOGBO eda dapo - Yoruba Baptist Hymns</title>,"<p>1. GBOGBO eda dapo,<br/>
E jo yin Oluwa,<br/>
E pa ohun nyin po<br/>
Lati fe oro na;<br/>
K’ ife da orin open la,<br/>
Ki gbogbo eda k’ o si gbe.</p> <p>2. Sugbon o ye k’ iyin<br/>
T’ enia ga julo,<br/>
Ki okan idupe<br/>
Fi itara gbona<br/>
Ki ohun ope yin le ‘ke,<br/>
Enyin t’ a fun l’ opo ‘bukun.</p> <p>3. Mi sinu okan mi,<br/>
Oluwa Olore,<br/>
‘Gbana ngo f’ irele,<br/>
B’ awon egbe korin.<br/>
Ife Re le la mi l’ ohun<br/>
Le fi orin ‘yin si mi l’ enu.</p> "
481,<title>MO gbeke mi le O - Yoruba Baptist Hymns</title>,"<p>1. MO gbeke mi le O,<br/>
Lori ibusun mi,<br/>
Gba mi lowo irora mi,<br/>
Ki O si wo mi san.</p> <p>2. Ko s’ elomiran mo,<br/>
Ti mo tun gbekele,<br/>
O san fun ‘ya aya Pita,<br/>
Ninu ailera re.</p> <p>3. Obinrin igbani,<br/>
Pelu isun eje,<br/>
Nipa iseti aso Re,<br/>
O ri mularada.</p> <p>4. Wo mi san Oluwa,<br/>
Ninu ailera mi,<br/>
Emi ko gbodo ber’ aisan,<br/>
Gba mo gbekele O.</p> "
482,"<title>IRANSE, e fonrere Oba nyin - Yoruba Baptist Hymns</title>","<p>1. IRANSE, e fonrere Oba nyin,<br/>
E si tan ‘hin oruko nla Re ka,<br/>
Gbe oruko Asegun ti Jesu ga,<br/>
Ijoba Re l’ ogo, o ka gbogb’ aiye.</p> <p>2. O npase l’ oke, Olugbala nla,<br/>
Sibe ara Re ko jina si wa,<br/>
Awon ijo nla y’o korin segun Re,<br/>
Nwon o si fun Jesu l’ ogo igbala.</p> <p>3. Ogo fun Oba t’ O wa lor’ ite,<br/>
Egb’ ohun s’ oke, fun Jesu ‘lola,<br/>
Awon angeli nfi iyin Jesu han,<br/>
Nwon d’ oju bo ‘le nwon nsin Od’ – agutan.</p> "
483,<title>ISE re Oluwa - Yoruba Baptist Hymns</title>,"<p>1. ISE re Oluwa,<br/>
Awamaridi ni,<br/>
Ohun gbogbo ni mu ‘re wa,<br/>
F’ eni to se ‘fe Re.</p> <p>2. O ri ailera mi,<br/>
Aisan at’ aigbadun<br/>
Irora mi losan loru,<br/>
Orun ko si l’ oju.</p> <p>3. Wo wahala mi yi,<br/>
‘Wo Onisegun nla,<br/>
So fun mi bi t’ Hesikaya<br/>
“Mo gbo adura re.”</p> <p>4. W’ awon to nsike mi,<br/>
Ati onisegun,<br/>
Wi fun mi bi t’ Hesikaya,<br/>
“Mo ti r’ omije re.”</p> <p>5. Ma wo ailera mi,<br/>
Dari ese jin mi,<br/>
Wo mi san bi t’ Hesikaya,<br/>
Si bukun ojo mi.</p> <p>6. Mu mi wulo fun O,<br/>
Lehin ilera mi,<br/>
B’ ise mi l’ aiye si d’ opin,<br/>
Mu mi wo ‘nu ogo.</p> "
